day,price
2180,2023.58
2181,2029.71
2182,1986.15
2183,1925.66
2184,1988.89
2185,1913.86
2186,1882.35
2187,1912.89
2188,2001.57
2189,2018.06
2190,1962.96
2191,1998.13
2192,1951.34
2193,1937.12
2194,1877.17
2195,1949.06
2196,1979.86
2197,1970.37
2198,1890.61
2199,1848.49
2200,1957.19
2201,2001.91
2202,2083.05
2203,2128.55
2204,2219.01
2205,2181.25
2206,2524.33
2207,2048
2208,1827.18
2209,1855.47
2210,1809.48
2211,1768.08
2212,1764.23
2213,1761.84
2214,1723.71
2215,1713.7
2216,1708.24
2217,1693.62
2218,1661.43
2219,1681.2
2220,1573.25
2221,1505.21
2222,1468.38
2223,1489.38
2224,1501.9
2225,1542.94
2226,1492.19
2227,1593.99
2228,1578.66
2229,1531.42
2230,1602.26
2231,1551.32
2232,1525.88
2233,1524.73
2234,1494.49
2235,1482.18
2236,1465.23
2237,1460.25
2238,1440.87
2239,1435.54
2240,1375.51
2241,1515.3
2242,1526
2243,1467.26
2244,1712.41
2245,1668.09
2246,1521.8
2247,1588.65
2248,1612.84
2249,1491.54
2250,1455.74
2251,1461.9
2252,1425.64
2253,1403.01
2254,1336.64
2255,1367.39
2256,1353.79
2257,1339.41
2258,1347.5
2259,1416.19
2260,1420.7
2261,1337.65
2262,1377.84
2263,1364.1
2264,1341.97
2265,1312.88
2266,1328.68
2267,1313.36
2268,1329.67
2269,1279.8
2270,1341.04
2271,1314.64
2272,1316.05
2273,1270.86
2274,1266.49
2275,1220.11
2276,1221.06
2277,1190.37
2278,1417.13
2279,1251.29
2280,1395.49
2281,1459.04
2282,1356.79
2283,1301.33
2284,1238.68
2285,1245.45
2286,1257.05
2287,1259.31
2288,1255.1
2289,1234.41
2290,1287.83
2291,1243.28
2292,1220.32
2293,1193.46
2294,1189.32
2295,1204.04
2296,1222.98
2297,1199.82
2298,1195.05
2299,1189.96
2300,1198.86
2301,1215.6
2302,1190.46
2303,1191.12
2304,1214.71
2305,1206.81
2306,1222.31
2307,1221.9
2308,1200.2
2309,1213.41
2310,1216.3
2311,1265.32
2312,1258.74
2313,1266.39
2314,1326.78
2315,1290.54
2316,1250.58
2317,1235.38
2318,1313.37
2319,1393.33
2320,1319.27
2321,1366.21
2322,1327.86
2323,1316.62
2324,1309.13
2325,1461.64
2326,1417.85
2327,1500.47
2328,1453.81
2329,1414.06
2330,1368.17
2331,1357.06
2332,1326.01
2333,1324.03
2334,1307.83
2335,1229.41
2336,1181.17
2337,1170.36
2338,1149.69
2339,1127.36
2340,1138.04
2341,1104.9
2342,1135.65
2343,1093.57
2344,1083.33
2345,1045.78
2346,1031.13
2347,1027.65
2348,1036.68
2349,1016.09
2350,1012.65
2351,1024.21
2352,1002.74
2353,978.23
2354,956.6
2355,927.94
2356,917.93
2357,942.97
2358,954.8
2359,939.07
2360,960.91
2361,947.82
2362,938.78
2363,954.94
2364,996.9
2365,990.21
2366,1013.96
2367,995.52
2368,1024.13
2369,983.19
2370,968
2371,1007.06
2372,1090
2373,1097.8
2374,1097.78
2375,1108.26
2376,1071.52
2377,1063.61
2378,1049.76
2379,1055.93
2380,1012.74
2381,981.04
2382,944.28
2383,949.99
2384,949.98
2385,935.83
2386,929.94
2387,884.78
2388,887.62
2389,902.54
2390,922.53
2391,906.39
2392,905.67
2393,890.93
2394,926.12
2395,963.71
2396,922.43
2397,967.79
2398,1009.23
2399,983.06
2400,1068.82
2401,1115.08
2402,1089.55
2403,974.7
2404,946.29
2405,960.46
2406,1002.99
2407,901.51
2408,843.77
2409,831.57
2410,845.94
2411,846.36
2412,850.98
2413,838.65
2414,841.48
2415,843.44
2416,839.71
2417,844.26
2418,841.43
2419,842.51
2420,814.47
2421,818.77
2422,803.67
2423,830.72
2424,798.42
2425,789.65
2426,792.38
2427,784.74
2428,780.61
2429,768.09
2430,767.24
2431,778.22
2432,759.42
2433,735.28
2434,728.96
2435,730.08
2436,733.8
2437,739.01
2438,743.43
2439,756.17
2440,773.19
2441,759.56
2442,769.75
2443,741.96
2444,731.77
2445,738.52
2446,771.91
2447,779.5
2448,780.33
2449,793.75
2450,785.21
2451,732.18
2452,729.86
2453,729.21
2454,702.33
2455,678.25
2456,677.17
2457,690.09
2458,699.94
2459,699.83
2460,713.05
2461,705.69
2462,698.36
2463,684.89
2464,685.91
2465,687.99
2466,673.5
2467,689.65
2468,665.17
2469,667.55
2470,675.72
2471,673.56
2472,666.32
2473,654.5
2474,670.51
2475,760.92
2476,757.28
2477,716.95
2478,769.58
2479,779.83
2480,820.95
2481,889.16
2482,869.94
2483,890.97
2484,800.59
2485,741.81
2486,742.43
2487,715.94
2488,699.86
2489,698.25
2490,685.78
2491,674.83
2492,719.19
2493,698.31
2494,706.89
2495,700.62
2496,695.96
2497,713.9
2498,706.06
2499,712.99
2500,767.67
2501,708.11
2502,709.2
2503,705.9
2504,722.26
2505,720.85
2506,730.61
2507,722.76
2508,757.19
2509,782.93
2510,738.03
2511,712.88
2512,730.8
2513,719.19
2514,730.55
2515,728.68
2516,717.86
2517,734.33
2518,721.49
2519,714.71
2520,695.38
2521,671.42
2522,675.88
2523,669.17
2524,685.61
2525,702.79
2526,690.39
2527,673.3
2528,713.36
2529,734.89
2530,732.05
2531,722.36
2532,698.2
2533,685.12
2534,676.88
2535,670.04
2536,675.16
2537,680.84
2538,685.71
2539,669.55
2540,660.86
2541,661.64
2542,659.06
2543,660.99
2544,649.12
2545,656.69
2546,641.7
2547,642.51
2548,629.67
2549,610.79
2550,612.34
2551,606.75
2552,615.21
2553,603.67
2554,591.38
2555,593.44
2556,581.06
2557,579.2
2558,573.46
2559,555.41
2560,556.21
2561,551.14
2562,552.33
2563,549.02
2564,551.4
2565,545.65
2566,525.01
2567,497.42
2568,504
2569,496.9
2570,508.68
2571,534.02
2572,521.3
2573,521.72
2574,507.68
2575,479.36
2576,483.11
2577,486.85
2578,476.2
2579,492.93
2580,477.18
2581,479.75
2582,476.07
2583,469.47
2584,457.52
2585,452.06
2586,447.63
2587,458.03
2588,462.2
2589,454.23
2590,474.07
2591,467.52
2592,450.9
2593,459.57
2594,448.95
2595,483.74
2596,459.49
2597,472.93
2598,459.7
2599,462.11
2600,467.75
2601,477.72
2602,472.5
2603,475.35
2604,478.8
2605,529.13
2606,554.41
2607,522.59
2608,557.31
2609,560.04
2610,573.35
2611,554.43
2612,521.7
2613,516.53
2614,488.3
2615,470.61
2616,471.87
2617,454.26
2618,457.01
2619,457.01
2620,453.71
2621,457.06
2622,452.27
2623,456.29
2624,459.62
2625,460.77
2626,466.21
2627,466.57
2628,459.84
2629,459.79
2630,450.18
2631,453.05
2632,464.92
2633,462.4
2634,461.32
2635,472.03
2636,484.68
2637,458.1
2638,453.32
2639,447.03
2640,450.31
2641,473.11
2642,488.64
2643,466.2
2644,499.47
2645,487.02
2646,513.32
2647,515.43
2648,531.78
2649,522.16
2650,485.03
2651,499.82
2652,535.95
2653,484.64
2654,532.63
2655,593.79
2656,669.29
2657,629.01
2658,707.42
2659,671.19
2660,635.59
2661,581.08
2662,537.2
2663,573.64
2664,548.35
2665,537.56
2666,536.6
2667,498.88
2668,516.29
2669,512.96
2670,502.97
2671,508.34
2672,506.59
2673,492.36
2674,478.89
2675,478.55
2676,458.52
2677,457.28
2678,467.8
2679,478.36
2680,470.12
2681,471.5
2682,469.47
2683,475.6
2684,465.11
2685,459.61
2686,448.36
2687,445.62
2688,438.83
2689,455.17
2690,477.04
2691,439.84
2692,441.19
2693,433.83
2694,427.66
2695,454.36
2696,456.29
2697,509.75
2698,552.06
2699,554.47
2700,544.2
2701,586.75
2702,515.22
2703,501.96
2704,483.54
2705,479.9
2706,466.4
2707,474.44
2708,462.87
2709,469.63
2710,479.19
2711,520.58
2712,517.39
2713,550.11
2714,567.39
2715,539.2
2716,509.52
2717,535.82
2718,557.89
2719,569.6
2720,575.23
2721,601.14
2722,581.85
2723,581.24
2724,545.13
2725,516.4
2726,530.51
2727,498.47
2728,515.98
2729,586.68
2730,547.7
2731,597.81
2732,572.64
2733,548.37
2734,572.08
2735,546.15
2736,560.11
2737,571.6
2738,547.18
2739,544.55
2740,516.96
2741,513.89
2742,516.12
2743,505.5
2744,498.68
2745,479.03
2746,481.93
2747,458.06
2748,466.76
2749,457.23
2750,452.62
2751,439.89
2752,451.03
2753,450.32
2754,441.61
2755,462.78
2756,455.41
2757,479.35
2758,484.4
2759,453.78
2760,466.08
2761,455.84
2762,452.64
2763,430.49
2764,430.74
2765,422.45
2766,420.25
2767,415.87
2768,432.46
2769,428.78
2770,423.77
2771,413.44
2772,425.4
2773,420.42
2774,413.25
2775,404.61
2776,403.79
2777,394.57
2778,380.15
2779,362.53
2780,378.71
2781,367.63
2782,360.56
2783,355.95
2784,368.54
2785,357.4
2786,356.23
2787,351.6
2788,347.24
2789,345.54
2790,355.6
2791,341.92
2792,354.69
2793,362.04
2794,342.46
2795,342.45
2796,356.84
2797,363.01
2798,358.12
2799,342.5
2800,352.72
2801,346.92
2802,342.05
2803,334.36
2804,332.32
2805,320.7
2806,318.5
2807,318.49
2808,306.86
2809,309.19
2810,318.98
2811,310.96
2812,310.42
2813,313.24
2814,312.19
2815,317.99
2816,309.07
2817,319.31
2818,315.91
2819,323.6
2820,317.84
2821,303.35
2822,297.09
2823,303.52
2824,317.87
2825,310.21
2826,309.71
2827,297
2828,305.8
2829,288.43
2830,280.06
2831,289.26
2832,289.99
2833,287.77
2834,337.5
2835,336.52
2836,310.93
2837,329.01
2838,335.29
2839,319.91
2840,353.89
2841,362.83
2842,330.13
2843,295.11
2844,293.12
2845,289.31
2846,271.97
2847,271.14
2848,267.01
2849,266.88
2850,265.94
2851,267.8
2852,279
2853,294.33
2854,270.31
2855,265.65
2856,263.41
2857,264.01
2858,261.49
2859,264.85
2860,262.53
2861,269.56
2862,265.97
2863,257.41
2864,269.77
2865,266.45
2866,263.1
2867,264.12
2868,261.7
2869,264.6
2870,274.18
2871,301.49
2872,344
2873,431.49
2874,434.23
2875,408.71
2876,414.51
2877,419.49
2878,451.93
2879,503.66
2880,453.19
2881,450.61
2882,488.78
2883,441.5
2884,456.06
2885,439.24
2886,429.61
2887,428.62
2888,383.99
2889,356.72
2890,383.49
2891,403.87
2892,370.64
2893,407.72
2894,396.23
2895,409.22
2896,417.98
2897,446.76
2898,444
2899,430.17
2900,415.8
2901,395.75
2902,374.87
2903,383.45
2904,368.37
2905,353.24
2906,349.77
2907,325.54
2908,354.36
2909,355.31
2910,325.19
2911,322.44
2912,301.54
2913,321.69
2914,344.36
2915,303.2
2916,313.7
2917,319.73
2918,311.65
2919,302.97
2920,306.42
2921,314.17
2922,300.58
2923,305.62
2924,315.81
2925,303.88
2926,297.42
2927,318.11
2928,306.59
2929,315.3
2930,341.67
2931,364.37
2932,327.31
2933,339.44
2934,325.69
2935,333.09
2936,319.77
2937,312.33
2938,319.97
2939,308.64
2940,315.04
2941,311.1
2942,297.29
2943,307.28
2944,329.46
2945,301.07
2946,305.31
2947,322.1
2948,336.91
2949,339.64
2950,393.69
2951,367.51
2952,339.52
2953,326.02
2954,346.47
2955,366.87
2956,338.88
2957,321.59
2958,322.68
2959,328.44
2960,320.75
2961,315.14
2962,329.45
2963,331.95
2964,349.33
2965,343.66
2966,356
2967,398.86
2968,424.65
2969,401.48
2970,383.24
2971,422.15
2972,406.03
2973,445
2974,438.83
2975,451.61
2976,457.81
2977,415.6
2978,438.57
2979,418.93
2980,433.83
2981,424.89
2982,397.85
2983,395.99
2984,422.54
2985,416.59
2986,422.16
2987,436.04
2988,455.45
2989,465.75
2990,468.56
2991,505.28
2992,478.64
2993,453.14
2994,436.01
2995,433.39
2996,425.73
2997,400.74
2998,421.59
2999,414.01
3000,397.43
3001,408.07
3002,414.1
3003,373.97
3004,372.07
3005,356.27
3006,366.38
3007,361.64
3008,378.59
3009,368.38
3010,364.96
3011,348.3
3012,343.38
3013,347.22
3014,332.65
3015,323.67
3016,322.9
3017,309.87
3018,307.59
3019,323.57
3020,318.15
3021,313.44
3022,295.35
3023,290.57
3024,292.42
3025,284.02
3026,292.33
3027,306.66
3028,288.19
3029,314.55
3030,307.02
3031,315.03
3032,300.44
3033,285.76
3034,282.54
3035,279.76
3036,265.58
3037,265.14
3038,268.4
3039,274.24
3040,264.74
3041,265.77
3042,261.4
3043,254.41
3044,269.57
3045,276.38
3046,260.91
3047,273.46
3048,276.59
3049,275.48
3050,262.41
3051,258.15
3052,244.39
3053,258.06
3054,250.99
3055,259.92
3056,250.27
3057,258.37
3058,259.44
3059,258
3060,249.12
3061,252.4
3062,237.56
3063,233.69
3064,229.42
3065,224.37
3066,222.71
3067,223.02
3068,217.57
3069,216.59
3070,213.24
3071,214.37
3072,215.31
3073,219.84
3074,237.93
3075,275.8
3076,270.95
3077,267.05
3078,260.04
3079,260.68
3080,240.59
3081,242.86
3082,251.48
3083,218.21
3084,289.7
3085,302.16
3086,245.94
3087,230.95
3088,226.12
3089,224.34
3090,225.15
3091,217.97
3092,215.58
3093,203.13
3094,202.12
3095,196.36
3096,196.08
3097,194.73
3098,196.54
3099,189.05
3100,188.01
3101,185.61
3102,189.89
3103,184.76
3104,184.33
3105,182.67
3106,178.54
3107,174.08
3108,167.95
3109,165.68
3110,171.5
3111,167.29
3112,162.85
3113,156.79
3114,153.77
3115,155.21
3116,156.03
3117,154.6
3118,153.18
3119,151.67
3120,156.9
3121,151.78
3122,149.28
3123,150.29
3124,150.85
3125,150.57
3126,154.69
3127,153.08
3128,154.43
3129,150.75
3130,149.62
3131,149.73
3132,149.52
3133,144.85
3134,139.84
3135,138.67
3136,140.08
3137,162.22
3138,152.78
3139,168.44
3140,173.63
3141,166.51
3142,159.61
3143,155.97
3144,158.67
3145,146.38
3146,139.63
3147,141.85
3148,147.64
3149,141.33
3150,138.97
3151,144.18
3152,143.07
3153,140.84
3154,139.52
3155,138.82
3156,137.51
3157,139.79
3158,135.54
3159,142.48
3160,145.18
3161,148.46
3162,146.48
3163,144.87
3164,140.47
3165,135.83
3166,133.35
3167,131.71
3168,126.5
3169,128.76
3170,131.79
3171,135.41
3172,139.06
3173,143.14
3174,147.55
3175,151.92
3176,160.25
3177,158.48
3178,135.9
3179,135.77
3180,128.21
3181,132.58
3182,131.02
3183,129.54
3184,123.59
3185,126.02
3186,121.63
3187,121.25
3188,117.35
3189,117.01
3190,117.16
3191,116.19
3192,116.97
3193,116.04
3194,117.43
3195,120.99
3196,121.54
3197,111.3
3198,108.64
3199,109.73
3200,110.26
3201,107.75
3202,110.46
3203,109.62
3204,109.02
3205,107
3206,106.07
3207,102.41
3208,100.52
3209,99.11
3210,100.88
3211,100.92
3212,98.92
3213,103.06
3214,104.33
3215,106.15
3216,97.93
3217,93.89
3218,92.89
3219,91.9
3220,91.41
3221,91.08
3222,89.29
3223,89.75
3224,88.94
3225,88.65
3226,88.64
3227,88.92
3228,86.47
3229,84.93
3230,81.49
3231,79.8
3232,79.5
3233,78.89
3234,80.65
3235,80.82
3236,79.05
3237,80.37
3238,78.4
3239,78.58
3240,78.77
3241,78.76
3242,76.72
3243,75
3244,73.3
3245,69.08
3246,72.31
3247,72.88
3248,73.73
3249,74.09
3250,74.4
3251,76.38
3252,75.56
3253,75.18
3254,76.45
3255,75.1
3256,74.99
3257,72.59
3258,71.79
3259,71.79
3260,71.76
3261,71.97
3262,70.75
3263,68.95
3264,70.4
3265,68.6
3266,66.4
3267,66.29
3268,65.77
3269,68.76
3270,69.51
3271,71.22
3272,69.46
3273,67.74
3274,64.65
3275,64.62
3276,64.05
3277,65.82
3278,66.39
3279,65.28
3280,68.09
3281,66.47
3282,68.37
3283,71.45
3284,73.42
3285,75.29
3286,76.58
3287,71.91
3288,71.81
3289,73.06
3290,71.82
3291,71.77
3292,64.06
3293,63.06
3294,62.74
3295,62.67
3296,62.34
3297,60.02
3298,60.45
3299,61.44
3300,59.86
3301,59.96
3302,58.72
3303,58.72
3304,58.84
3305,59.31
3306,58.36
3307,57.09
3308,56.71
3309,66.8
3310,67.02
3311,59.92
3312,57.7
3313,58.2
3314,56.57
3315,56.81
3316,56.34
3317,55.73
3318,55.65
3319,54.64
3320,54.84
3321,55.42
3322,56.32
3323,55.87
3324,54.88
3325,55.18
3326,55.69
3327,53.85
3328,53.9
3329,54.48
3330,53.98
3331,53
3332,52.84
3333,53.27
3334,52.42
3335,51.99
3336,50.9
3337,52.54
3338,51.2
3339,52.44
3340,53.34
3341,54.5
3342,53.82
3343,56.37
3344,54.69
3345,53.47
3346,52.9
3347,51.44
3348,50.86
3349,49.29
3350,48.79
3351,48.17
3352,47.14
3353,46.95
3354,46.56
3355,46.3
3356,45.85
3357,46.2
3358,46.63
3359,46.5
3360,46.03
3361,45.83
3362,46.3
3363,46.6
3364,46.62
3365,45.93
3366,47.32
3367,47.93
3368,57.2
3369,57.45
3370,49.2
3371,49.18
3372,48.8
3373,55.6
3374,55.8
3375,52.8
3376,48.65
3377,50.98
3378,50.33
3379,49.3
3380,49.05
3381,49.54
3382,49.61
3383,47.93
3384,48.01
3385,49.43
3386,49.74
3387,49.03
3388,50.18
3389,47.25
3390,46.27
3391,44.75
3392,45.01
3393,44.54
3394,42.81
3395,42.84
3396,42.32
3397,42.5
3398,42.85
3399,42.68
3400,42.34
3401,42.08
3402,41.34
3403,40.66
3404,39.6
3405,39.74
3406,39.65
3407,38.36
3408,38.45
3409,39.02
3410,38.15
3411,37.67
3412,37.29
3413,36.6
3414,36.05
3415,36.21
3416,35.75
3417,35.44
3418,34.99
3419,36.35
3420,36.72
3421,36.98
3422,37.18
3423,35.41
3424,35.81
3425,35.1
3426,35.4
3427,35.05
3428,34.95
3429,34.4
3430,34.74
3431,34.74
3432,35.01
3433,35.83
3434,36.35
3435,36.15
3436,37.57
3437,36.17
3438,36.01
3439,34.49
3440,33.23
3441,32.84
3442,32.7
3443,32.53
3444,32.31
3445,32.86
3446,33.29
3447,33.9
3448,33.9
3449,33.77
3450,33.44
3451,32.21
3452,31.33
3453,30.24
3454,30.27
3455,30.36
3456,30.08
3457,29.03
3458,28.67
3459,28.69
3460,28.94
3461,28.45
3462,28.93
3463,28.72
3464,28.72
3465,28.5
3466,29.08
3467,27.7
3468,27.27
3469,27.15
3470,26.91
3471,26.83
3472,27.15
3473,26.73
3474,26.69
3475,26.92
3476,27.97
3477,28.08
3478,27.99
3479,27.63
3480,27.41
3481,27.8
3482,28.34
3483,28.73
3484,28.62
3485,30.95
3486,31.77
3487,30.74
3488,30.23
3489,34.48
3490,67.68
3491,50.1
3492,47.85
3493,53.32
3494,50.54
3495,48.92
3496,48.85
3497,44.05
3498,43.17
3499,43.75
3500,45.18
3501,45.7
3502,44.48
3503,41.62
3504,40.05
3505,43.1
3506,45.37
3507,48.22
3508,46.49
3509,44.99
3510,45.25
3511,44.5
3512,43.11
3513,40.16
3514,41.07
3515,42.09
3516,43.09
3517,41.7
3518,41
3519,43.67
3520,43.45
3521,43.33
3522,48.33
3523,50.92
3524,48.32
3525,50.98
3526,52.32
3527,49.65
3528,53.02
3529,51.26
3530,50.04
3531,48.22
3532,51.13
3533,51.81
3534,50.58
3535,50.61
3536,48.41
3537,46.74
3538,44.48
3539,42.08
3540,42.21
3541,42.59
3542,43.7
3543,43.24
3544,45.21
3545,45.44
3546,43.41
3547,42.48
3548,42.89
3549,41.88
3550,42.71
3551,42.24
3552,41.34
3553,41.13
3554,40.99
3555,39.23
3556,37.79
3557,36.79
3558,36.2
3559,38.42
3560,36.79
3561,36.04
3562,36.44
3563,35.28
3564,35.68
3565,34.86
3566,34.69
3567,35.38
3568,39.42
3569,37.84
3570,38.4
3571,36.27
3572,35.05
3573,34.51
3574,33.3
3575,33.55
3576,33.75
3577,33
3578,32.85
3579,33.55
3580,32.33
3581,32.4
3582,32.31
3583,33.65
3584,32.94
3585,35.15
3586,34.15
3587,38.36
3588,37.45
3589,39.73
3590,38.87
3591,37.95
3592,37.9
3593,38.77
3594,36.97
3595,35.34
3596,33.33
3597,32.75
3598,33.98
3599,32.83
3600,32.22
3601,32.32
3602,31.57
3603,31.45
3604,32.01
3605,32.24
3606,31.8
3607,31.79
3608,31.29
3609,31.36
3610,32.28
3611,33.43
3612,31.81
3613,32.17
3614,31.58
3615,30.94
3616,29.93
3617,29.21
3618,29.02
3619,29.3
3620,31.02
3621,32.77
3622,30.95
3623,32.31
3624,31.1
3625,30.09
3626,29.74
3627,30.66
3628,29.71
3629,29.82
3630,29.63
3631,29.65
3632,29.59
3633,29.33
3634,30.47
3635,29.44
3636,29.73
3637,30.39
3638,31.5
3639,31.9
3640,30.76
3641,29.66
3642,29.4
3643,28.5
3644,27.92
3645,29.12
3646,28.47
3647,27.69
3648,27.21
3649,27.42
3650,27.21
3651,27.31
3652,27.95
3653,27.41
3654,27.18
3655,27.05
3656,27.15
3657,26.77
3658,28.23
3659,28.78
3660,29.38
3661,29.81
3662,35.42
3663,35.83
3664,34.83
3665,35.55
3666,33.04
3667,32.75
3668,35.21
3669,35.22
3670,35.57
3671,35.96
3672,39.17
3673,39.7
3674,40.05
3675,40.95
3676,39.96
3677,38.86
3678,37.14
3679,37.48
3680,37.09
3681,35.75
3682,33.08
3683,33.24
3684,34.22
3685,36.82
3686,37.04
3687,38.11
3688,37.37
3689,35.74
3690,37.88
3691,40.02
3692,39.44
3693,40.1
3694,37.15
3695,36.82
3696,35.75
3697,36.09
3698,34.76
3699,33.09
3700,37.59
3701,37.59
3702,40.14
3703,39.89
3704,39.79
3705,39.61
3706,39.16
3707,40.53
3708,42.28
3709,42.96
3710,43.64
3711,44.39
3712,47.32
3713,50.06
3714,47.87
3715,50.46
3716,50.41
3717,50.19
3718,50.53
3719,50.56
3720,50.49
3721,50.36
3722,49.94
3723,49.75
3724,49.92
3725,50.12
3726,49.8
3727,49.53
3728,49.61
3729,49.26
3730,48.98
3731,49.19
3732,48.89
3733,48.54
3734,48.23
3735,48.12
3736,47.76
3737,47.5
3738,47.21
3739,46.86
3740,46.41
3741,46.26
3742,46.09
3743,46.01
3744,45.81
3745,45.99
3746,46.14
3747,46.44
3748,46.37
3749,46.3
3750,46.15
3751,45.6
3752,45.4
3753,44.86
3754,44.73
3755,44.4
3756,43.83
3757,43.27
3758,43.26
3759,43.19
3760,42.93
3761,42.56
3762,42.4
3763,41.84
3764,41.72
3765,41.67
3766,41.49
3767,41.16
3768,40.99
3769,40.83
3770,41.08
3771,41.2
3772,41.56
3773,41.24
3774,40.99
3775,40.94
3776,40.81
3777,40.59
3778,40.36
3779,40.52
3780,40.59
3781,40.53
3782,40.54
3783,40.27
3784,40.36
3785,40.3
3786,40.2
3787,39.92
3788,39.66
3789,39.47
3790,39.38
3791,39.47
3792,39.04
3793,38.72
3794,38.53
3795,38.51
3796,38.11
3797,37.79
3798,37.47
3799,37.31
3800,37.2
3801,37.08
3802,36.81
3803,36.73
3804,36.69
3805,36.23
3806,36.1
3807,36.04
3808,36.13
3809,35.88
3810,35.67
3811,35.35
3812,35.11
3813,34.82
3814,34.64
3815,34.88
3816,34.74
3817,34.69
3818,34.34
3819,34.45
3820,34.24
3821,34.19
3822,34.14
3823,34.14
3824,34.02
3825,34.18
3826,34.03
3827,33.97
3828,34
3829,33.89
3830,33.77
3831,33.82
3832,33.72
3833,33.71
3834,33.79
3835,33.5
3836,33.38
3837,33.08
3838,32.95
3839,32.78
3840,32.68
3841,32.38
3842,32.11
3843,31.99
3844,31.74
3845,31.57
3846,31.25
3847,31.16
3848,31.02
3849,30.94
3850,30.84
3851,30.72
3852,30.63
3853,30.73
3854,30.69
3855,30.61
3856,30.53
3857,30.44
3858,30.47
3859,30.53
3860,30.4
3861,30.19
3862,30.03
3863,29.95
3864,29.77
3865,29.82
3866,29.86
3867,29.72
3868,29.74
3869,29.7
3870,29.66
3871,29.42
3872,29.44
3873,29.24
3874,29.24
3875,29.35
3876,29.27
3877,29.27
3878,29.35
3879,29.26
3880,29.35
3881,29.23
3882,29.15
3883,29.07
3884,28.91
3885,28.96
3886,28.59
3887,28.64
3888,28.67
3889,28.79
3890,28.8
3891,28.69
3892,28.61
3893,28.53
3894,28.67
3895,28.51
3896,28.58
3897,28.53
3898,28.39
3899,28.23
3900,27.98
3901,27.96
3902,27.92
3903,27.7
3904,27.55
3905,27.49
3906,27.34
3907,27.23
3908,27.07
3909,27
3910,26.84
3911,26.73
3912,26.81
3913,26.94
3914,26.72
3915,26.69
3916,26.46
3917,26.6
3918,26.4
3919,26.3
3920,26.16
3921,26.14
3922,25.9
3923,25.72
3924,25.55
3925,25.43
3926,25.35
3927,25.38
3928,25.22
3929,25.09
3930,24.97
3931,25.04
3932,25.06
3933,24.92
3934,24.84
3935,24.78
3936,25.1
3937,24.73
3938,24.53
3939,24.58
3940,24.55
3941,24.42
3942,24.38
3943,24.09
3944,23.78
3945,23.49
3946,23.22
3947,22.98
3948,22.79
3949,22.54
3950,22.19
3951,21.89
3952,21.57
3953,21.42
3954,21.14
3955,20.9
3956,20.63
3957,20.35
3958,20.13
3959,19.9
3960,19.66
