Trade Date,Futures,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Open Interest
2017-01-23,V (Oct 2017),0.0000,19.7000,19.6500,0,19.5500,0,0,0,0
2017-01-24,V (Oct 2017),19.4800,19.4800,19.0100,19.5500,19.0500,-0.5000,40,0,34
2017-01-25,V (Oct 2017),0.0000,18.8000,18.8500,19.0500,18.8000,-0.2500,0,0,34
2017-01-26,V (Oct 2017),18.7500,18.8000,18.7500,18.8000,18.8000,0.0000,3,0,37
2017-01-27,V (Oct 2017),18.9000,18.9000,18.8000,18.8000,18.9250,0.1250,3,0,39
2017-01-30,V (Oct 2017),19.0500,19.2500,19.0400,18.9250,19.0250,0.1000,13,0,44
2017-01-31,V (Oct 2017),19.0900,19.0900,19.0400,19.0250,19.0250,0.0000,31,0,74
2017-02-01,V (Oct 2017),18.9000,18.9000,18.7000,19.0250,18.6750,-0.3500,33,0,104
2017-02-02,V (Oct 2017),18.8000,18.8100,18.7500,18.6750,18.7750,0.1000,12,0,114
2017-02-03,V (Oct 2017),18.7800,18.7800,18.4500,18.7750,18.6500,-0.1250,25,0,134
2017-02-06,V (Oct 2017),18.6000,18.6200,18.6000,18.6500,18.6250,-0.0250,4,0,136
2017-02-07,V (Oct 2017),18.6000,18.6700,18.5500,18.6250,18.6500,0.0250,30,0,162
2017-02-08,V (Oct 2017),18.7000,18.7600,18.6500,18.6500,18.7500,0.1000,17,0,177
2017-02-09,V (Oct 2017),18.8100,18.8100,18.5900,18.7500,18.6000,-0.1500,14,0,183
2017-02-10,V (Oct 2017),18.8500,18.8500,18.5000,18.6000,18.5500,-0.0500,54,0,232
2017-02-13,V (Oct 2017),18.5100,18.5100,18.4000,18.5500,18.4000,-0.1500,10,0,241
2017-02-14,V (Oct 2017),18.3500,18.3500,17.9000,18.4000,17.8500,-0.5500,145,0,368
2017-02-15,V (Oct 2017),18.0000,18.0600,17.5900,17.8500,17.6750,-0.1750,217,0,476
2017-02-16,V (Oct 2017),17.6700,18.0400,17.6000,17.6750,17.7500,0.0750,187,0,584
2017-02-17,V (Oct 2017),17.8000,17.9600,17.7900,17.7500,17.8250,0.0750,96,0,631
2017-02-21,V (Oct 2017),17.7500,17.9100,17.7200,17.8250,17.9500,0.1250,154,0,739
2017-02-22,V (Oct 2017),17.9500,18.1500,17.9000,17.9500,18.0000,0.0500,122,0,794
2017-02-23,V (Oct 2017),18.0600,18.2000,18.0000,18.0000,18.1500,0.1500,725,0,1200
2017-02-24,V (Oct 2017),18.1500,18.4700,18.0800,18.1500,18.2250,0.0750,444,0,1442
2017-02-27,V (Oct 2017),18.2000,18.2000,17.9100,18.2250,17.9750,-0.2500,143,0,1524
2017-02-28,V (Oct 2017),17.9900,18.1300,17.9000,17.9750,17.9500,-0.0250,376,0,1690
2017-03-01,V (Oct 2017),17.9000,17.9500,17.7000,17.9500,17.9000,-0.0500,208,0,1759
2017-03-02,V (Oct 2017),17.9000,18.0500,17.8500,17.9000,18.0250,0.1250,217,0,1855
2017-03-03,V (Oct 2017),17.9500,18.0000,17.8300,18.0250,17.8500,-0.1750,162,0,1929
2017-03-06,V (Oct 2017),17.9000,17.9100,17.7000,17.8500,17.7000,-0.1500,309,0,2065
2017-03-07,V (Oct 2017),17.6500,17.7500,17.6100,17.7000,17.7500,0.0500,111,0,2108
2017-03-08,V (Oct 2017),17.8000,17.8500,17.5000,17.7500,17.7500,0.0000,281,0,2210
2017-03-09,V (Oct 2017),17.7300,17.8500,17.6000,17.7500,17.7500,0.0000,180,0,2304
2017-03-10,V (Oct 2017),17.7000,17.8000,17.6500,17.7500,17.6750,-0.0750,78,0,2335
2017-03-13,V (Oct 2017),17.7100,17.7300,17.6000,17.6750,17.6000,-0.0750,157,0,2367
2017-03-14,V (Oct 2017),17.7000,17.7700,17.5800,17.6000,17.7250,0.1250,252,0,2528
2017-03-15,V (Oct 2017),17.7000,17.7000,17.5500,17.7250,17.5500,-0.1750,232,0,2632
2017-03-16,V (Oct 2017),17.5500,17.5500,17.3600,17.5500,17.3750,-0.1750,178,0,2646
2017-03-17,V (Oct 2017),17.3600,17.3600,17.2000,17.3750,17.3000,-0.0750,301,0,2753
2017-03-20,V (Oct 2017),17.3500,17.3700,17.2300,17.3000,17.2750,-0.0250,205,0,2825
2017-03-21,V (Oct 2017),17.3000,17.5500,17.1500,17.2750,17.5250,0.2500,372,0,2951
2017-03-22,V (Oct 2017),17.5700,17.7500,17.4500,17.5250,17.6250,0.1000,2228,0,3874
2017-03-23,V (Oct 2017),17.6000,17.7700,17.4300,17.6250,17.7250,0.1000,1567,0,4166
